"casenum","date","weight_","hhcode","othersid","othersde","s7_4q2","s7_4q3","s7_4q4"
28,"5/18/99",1,1111021,5,"Egg (4 Numbers)",25,250,1.79769313486232e+308
29,"5/18/99",1,1111021,6,"Other agri product (Kg)",1.79769313486232e+308,100,1.79769313486232e+308
30,"5/18/99",1,1111022,2,"Fruit (Kg)",1.79769313486232e+308,560,1.79769313486232e+308
31,"5/18/99",1,1111022,5,"Egg (4 Numbers)",50,500,100
32,"5/18/99",1,1111022,6,"Other agri product (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
33,"5/18/99",1,1111121,2,"Fruit (Kg)",1,10,1.79769313486232e+308
34,"5/18/99",1,1111121,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
35,"5/18/99",1,1111221,2,"Fruit (Kg)",1.79769313486232e+308,400,1.79769313486232e+308
36,"5/18/99",1,1111221,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
37,"5/18/99",1,1111221,6,"Other agri product (Kg)",1.79769313486232e+308,370,1.79769313486232e+308
38,"5/18/99",1,1111222,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
39,"5/18/99",1,1111222,5,"Egg (4 Numbers)",150,1500,1.79769313486232e+308
40,"5/18/99",1,1111222,6,"Other agri product (Kg)",1.79769313486232e+308,70,1.79769313486232e+308
140,"7/24/99",1,1120121,1,"Tress (number)",1.79769313486232e+308,500,1.79769313486232e+308
141,"7/24/99",1,1120121,2,"Fruit (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
142,"7/24/99",1,1120121,5,"Egg (4 Numbers)",15,150,1.79769313486232e+308
143,"7/24/99",1,1120121,6,"Other agri product (Kg)",1.79769313486232e+308,250,1.79769313486232e+308
192,"7/24/99",1,1120141,1,"Tress (number)",1.79769313486232e+308,6000,1.79769313486232e+308
193,"7/24/99",1,1120141,2,"Fruit (Kg)",1.79769313486232e+308,250,1.79769313486232e+308
194,"7/24/99",1,1120141,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
195,"7/24/99",1,1120141,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
196,"7/24/99",1,1120142,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
197,"7/24/99",1,1120142,5,"Egg (4 Numbers)",30,300,1.79769313486232e+308
198,"7/24/99",1,1120142,6,"Other agri product (Kg)",1.79769313486232e+308,250,1.79769313486232e+308
213,"7/24/99",1,1120151,2,"Fruit (Kg)",1.79769313486232e+308,2500,1.79769313486232e+308
214,"7/24/99",1,1120151,4,"Milk (Litre)",45,810,1.79769313486232e+308
215,"7/24/99",1,1120151,5,"Egg (4 Numbers)",70,700,1.79769313486232e+308
216,"7/24/99",1,1120151,6,"Other agri product (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
144,"7/24/99",1,1120221,1,"Tress (number)",5,400,1.79769313486232e+308
145,"7/24/99",1,1120221,5,"Egg (4 Numbers)",50,500,1.79769313486232e+308
146,"7/24/99",1,1120221,6,"Other agri product (Kg)",1.79769313486232e+308,270,1.79769313486232e+308
199,"7/24/99",1,1120241,2,"Fruit (Kg)",1.79769313486232e+308,250,1.79769313486232e+308
200,"7/24/99",1,1120241,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
201,"7/24/99",1,1120241,6,"Other agri product (Kg)",1.79769313486232e+308,250,1.79769313486232e+308
217,"7/24/99",1,1120251,1,"Tress (number)",1.79769313486232e+308,4000,1.79769313486232e+308
218,"7/24/99",1,1120251,2,"Fruit (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
219,"7/24/99",1,1120251,4,"Milk (Litre)",10,150,1.79769313486232e+308
220,"7/24/99",1,1120251,5,"Egg (4 Numbers)",50,500,1.79769313486232e+308
221,"7/24/99",1,1120251,6,"Other agri product (Kg)",1.79769313486232e+308,700,1.79769313486232e+308
147,"7/24/99",1,1120321,2,"Fruit (Kg)",1.79769313486232e+308,400,1.79769313486232e+308
148,"7/24/99",1,1120321,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
149,"7/24/99",1,1120321,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
202,"7/24/99",1,1120341,1,"Tress (number)",1.79769313486232e+308,2000,1.79769313486232e+308
203,"7/24/99",1,1120341,2,"Fruit (Kg)",1.79769313486232e+308,150,1.79769313486232e+308
204,"7/24/99",1,1120341,5,"Egg (4 Numbers)",40,400,1.79769313486232e+308
205,"7/24/99",1,1120341,6,"Other agri product (Kg)",1.79769313486232e+308,400,1.79769313486232e+308
222,"7/24/99",1,1120351,1,"Tress (number)",1.79769313486232e+308,2500,1.79769313486232e+308
223,"7/24/99",1,1120351,2,"Fruit (Kg)",1.79769313486232e+308,400,1.79769313486232e+308
224,"7/24/99",1,1120351,5,"Egg (4 Numbers)",30,300,1.79769313486232e+308
225,"7/24/99",1,1120351,6,"Other agri product (Kg)",1.79769313486232e+308,250,1.79769313486232e+308
150,"7/24/99",1,1120421,1,"Tress (number)",1.79769313486232e+308,2000,1.79769313486232e+308
151,"7/24/99",1,1120421,2,"Fruit (Kg)",1.79769313486232e+308,700,1.79769313486232e+308
152,"7/24/99",1,1120421,5,"Egg (4 Numbers)",40,400,1.79769313486232e+308
153,"7/24/99",1,1120421,6,"Other agri product (Kg)",1.79769313486232e+308,350,1.79769313486232e+308
206,"7/24/99",1,1120441,1,"Tress (number)",5,500,1.79769313486232e+308
207,"7/24/99",1,1120441,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
208,"7/24/99",1,1120441,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
226,"7/24/99",1,1120459,1,"Tress (number)",1.79769313486232e+308,5000,1.79769313486232e+308
227,"7/24/99",1,1120459,2,"Fruit (Kg)",1.79769313486232e+308,350,1.79769313486232e+308
228,"7/24/99",1,1120459,4,"Milk (Litre)",240,3840,500
229,"7/24/99",1,1120459,5,"Egg (4 Numbers)",40,400,1.79769313486232e+308
230,"7/24/99",1,1120459,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
154,"7/24/99",1,1120521,1,"Tress (number)",1.79769313486232e+308,9500,1.79769313486232e+308
155,"7/24/99",1,1120521,2,"Fruit (Kg)",1.79769313486232e+308,700,1.79769313486232e+308
156,"7/24/99",1,1120521,4,"Milk (Litre)",540,8640,1.79769313486232e+308
157,"7/24/99",1,1120521,5,"Egg (4 Numbers)",100,1000,1.79769313486232e+308
158,"7/24/99",1,1120521,6,"Other agri product (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
159,"7/24/99",1,1120522,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
160,"7/24/99",1,1120522,6,"Other agri product (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
209,"7/24/99",1,1120541,1,"Tress (number)",1.79769313486232e+308,1000,1.79769313486232e+308
210,"7/24/99",1,1120541,2,"Fruit (Kg)",1.79769313486232e+308,150,1.79769313486232e+308
211,"7/24/99",1,1120541,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
212,"7/24/99",1,1120541,6,"Other agri product (Kg)",1.79769313486232e+308,270,1.79769313486232e+308
161,"7/24/99",1,1120621,1,"Tress (number)",1.79769313486232e+308,7500,1.79769313486232e+308
162,"7/24/99",1,1120621,2,"Fruit (Kg)",1.79769313486232e+308,700,1.79769313486232e+308
163,"7/24/99",1,1120621,5,"Egg (4 Numbers)",35,300,1.79769313486232e+308
164,"7/24/99",1,1120621,6,"Other agri product (Kg)",1.79769313486232e+308,750,1.79769313486232e+308
165,"7/24/99",1,1120622,1.79769313486232e+308,"Tress (number)",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
166,"7/24/99",1,1120721,2,"Fruit (Kg)",1.79769313486232e+308,250,1.79769313486232e+308
167,"7/24/99",1,1120721,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
168,"7/24/99",1,1120721,6,"Other agri product (Kg)",1.79769313486232e+308,270,1.79769313486232e+308
169,"7/24/99",1,1120821,1,"Tress (number)",1.79769313486232e+308,2000,1.79769313486232e+308
170,"7/24/99",1,1120821,2,"Fruit (Kg)",1.79769313486232e+308,1300,1.79769313486232e+308
171,"7/24/99",1,1120821,4,"Milk (Litre)",210,4200,1.79769313486232e+308
172,"7/24/99",1,1120821,5,"Egg (4 Numbers)",80,1200,1.79769313486232e+308
173,"7/24/99",1,1120821,6,"Other agri product (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
174,"7/24/99",1,1120921,2,"Fruit (Kg)",1.79769313486232e+308,150,1.79769313486232e+308
175,"7/24/99",1,1120921,5,"Egg (4 Numbers)",70,700,1.79769313486232e+308
176,"7/24/99",1,1120921,6,"Other agri product (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
177,"7/24/99",1,1121021,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
178,"7/24/99",1,1121021,5,"Egg (4 Numbers)",25,300,1.79769313486232e+308
179,"7/24/99",1,1121021,6,"Other agri product (Kg)",1.79769313486232e+308,220,1.79769313486232e+308
180,"7/24/99",1,1121121,1,"Tress (number)",1.79769313486232e+308,1000,1.79769313486232e+308
181,"7/24/99",1,1121121,2,"Fruit (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
182,"7/24/99",1,1121121,4,"Milk (Litre)",600,8600,1000
183,"7/24/99",1,1121121,5,"Egg (4 Numbers)",100,1000,1.79769313486232e+308
184,"7/24/99",1,1121121,6,"Other agri product (Kg)",1.79769313486232e+308,2000,1.79769313486232e+308
185,"7/24/99",1,1121122,2,"Fruit (Kg)",1.79769313486232e+308,250,1.79769313486232e+308
186,"7/24/99",1,1121122,5,"Egg (4 Numbers)",30,300,1.79769313486232e+308
187,"7/24/99",1,1121122,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
188,"7/24/99",1,1121221,1,"Tress (number)",1.79769313486232e+308,5000,1.79769313486232e+308
189,"7/24/99",1,1121221,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
190,"7/24/99",1,1121221,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
191,"7/24/99",1,1121221,6,"Other agri product (Kg)",1.79769313486232e+308,250,1.79769313486232e+308
1,"7/07/99",1,1130121,1,"Tress (number)",20,6000,1.79769313486232e+308
2,"7/07/99",1,1130121,2,"Fruit (Kg)",1.79769313486232e+308,220,1.79769313486232e+308
3,"7/07/99",1,1130121,3,"Other forest product",1.79769313486232e+308,480,1.79769313486232e+308
4,"7/07/99",1,1130121,5,"Egg (4 Numbers)",30,300,1.79769313486232e+308
5,"7/07/99",1,1130121,6,"Other agri product (Kg)",1.79769313486232e+308,250,1.79769313486232e+308
38,"7/07/99",1,1130141,5,"Egg (4 Numbers)",70,700,1.79769313486232e+308
39,"7/07/99",1,1130141,6,"Other agri product (Kg)",1.79769313486232e+308,150,1.79769313486232e+308
48,"7/07/99",1,1130151,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
49,"7/07/99",1,1130151,5,"Egg (4 Numbers)",30,300,1.79769313486232e+308
50,"7/07/99",1,1130151,6,"Other agri product (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
51,"7/07/99",1,1130152,2,"Fruit (Kg)",1.79769313486232e+308,125,1.79769313486232e+308
52,"7/07/99",1,1130152,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
53,"7/07/99",1,1130152,6,"Other agri product (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
54,"7/07/99",1,1130153,5,"Egg (4 Numbers)",11,100,1.79769313486232e+308
55,"7/07/99",1,1130153,6,"Other agri product (Kg)",1.79769313486232e+308,100,1.79769313486232e+308
6,"7/07/99",1,1130221,1,"Tress (number)",20,2000,1.79769313486232e+308
7,"7/07/99",1,1130221,6,"Other agri product (Kg)",1.79769313486232e+308,700,1.79769313486232e+308
56,"7/07/99",1,1130251,1,"Tress (number)",4,300,1.79769313486232e+308
57,"7/07/99",1,1130251,2,"Fruit (Kg)",1.79769313486232e+308,250,1.79769313486232e+308
58,"7/07/99",1,1130251,5,"Egg (4 Numbers)",34,340,1.79769313486232e+308
59,"7/07/99",1,1130251,6,"Other agri product (Kg)",1.79769313486232e+308,800,1.79769313486232e+308
60,"7/07/99",1,1130252,2,"Fruit (Kg)",1.79769313486232e+308,50,1.79769313486232e+308
61,"7/07/99",1,1130252,5,"Egg (4 Numbers)",30,300,1.79769313486232e+308
62,"7/07/99",1,1130252,6,"Other agri product (Kg)",1.79769313486232e+308,100,1.79769313486232e+308
8,"7/07/99",1,1130321,2,"Fruit (Kg)",1.79769313486232e+308,250,1.79769313486232e+308
9,"7/07/99",1,1130321,5,"Egg (4 Numbers)",25,250,1.79769313486232e+308
10,"7/07/99",1,1130321,6,"Other agri product (Kg)",1.79769313486232e+308,100,1.79769313486232e+308
40,"7/07/99",1,1130341,2,"Fruit (Kg)",1.79769313486232e+308,2200,1.79769313486232e+308
41,"7/07/99",1,1130341,5,"Egg (4 Numbers)",100,1000,1.79769313486232e+308
42,"7/07/99",1,1130341,6,"Other agri product (Kg)",1.79769313486232e+308,7000,1.79769313486232e+308
63,"7/07/99",1,1130351,1,"Tress (number)",20,5000,1.79769313486232e+308
64,"7/07/99",1,1130351,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
65,"7/07/99",1,1130351,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
66,"7/07/99",1,1130351,6,"Other agri product (Kg)",1.79769313486232e+308,26000,1.79769313486232e+308
11,"7/07/99",1,1130421,5,"Egg (4 Numbers)",50,500,1.79769313486232e+308
12,"7/07/99",1,1130422,5,"Egg (4 Numbers)",25,250,1.79769313486232e+308
43,"7/07/99",1,1130441,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
44,"7/07/99",1,1130441,6,"Other agri product (Kg)",1.79769313486232e+308,250,1.79769313486232e+308
67,"7/07/99",1,1130459,1,"Tress (number)",1,3000,1.79769313486232e+308
68,"7/07/99",1,1130459,2,"Fruit (Kg)",1.79769313486232e+308,150,1.79769313486232e+308
69,"7/07/99",1,1130459,5,"Egg (4 Numbers)",100,1300,1.79769313486232e+308
70,"7/07/99",1,1130459,6,"Other agri product (Kg)",1.79769313486232e+308,4000,1.79769313486232e+308
13,"7/07/99",1,1130521,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
14,"7/07/99",1,1130521,6,"Other agri product (Kg)",1.79769313486232e+308,100,1.79769313486232e+308
45,"7/07/99",1,1130541,4,"Milk (Litre)",24,384,1.79769313486232e+308
46,"7/07/99",1,1130541,5,"Egg (4 Numbers)",25,250,1.79769313486232e+308
47,"7/07/99",1,1130541,6,"Other agri product (Kg)",1.79769313486232e+308,30,1.79769313486232e+308
15,"7/07/99",1,1130621,2,"Fruit (Kg)",1.79769313486232e+308,150,1.79769313486232e+308
16,"7/07/99",1,1130621,5,"Egg (4 Numbers)",60,600,1.79769313486232e+308
17,"7/07/99",1,1130621,6,"Other agri product (Kg)",1.79769313486232e+308,150,1.79769313486232e+308
18,"7/07/99",1,1130721,5,"Egg (4 Numbers)",60,600,1.79769313486232e+308
19,"7/07/99",1,1130721,6,"Other agri product (Kg)",1.79769313486232e+308,600,1.79769313486232e+308
20,"7/07/99",1,1130821,2,"Fruit (Kg)",1.79769313486232e+308,100,1.79769313486232e+308
21,"7/07/99",1,1130821,5,"Egg (4 Numbers)",120,1200,1.79769313486232e+308
22,"7/07/99",1,1130821,6,"Other agri product (Kg)",1.79769313486232e+308,2000,1.79769313486232e+308
23,"7/07/99",1,1130921,2,"Fruit (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
24,"7/07/99",1,1130921,4,"Milk (Litre)",150,3000,1.79769313486232e+308
25,"7/07/99",1,1130921,5,"Egg (4 Numbers)",25,280,1.79769313486232e+308
26,"7/07/99",1,1130921,6,"Other agri product (Kg)",1.79769313486232e+308,150,1.79769313486232e+308
27,"7/07/99",1,1131021,2,"Fruit (Kg)",1.79769313486232e+308,150,1.79769313486232e+308
28,"7/07/99",1,1131021,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
29,"7/07/99",1,1131021,6,"Other agri product (Kg)",1.79769313486232e+308,100,1.79769313486232e+308
30,"7/07/99",1,1131121,2,"Fruit (Kg)",1.79769313486232e+308,150,1.79769313486232e+308
31,"7/07/99",1,1131121,5,"Egg (4 Numbers)",40,400,1.79769313486232e+308
32,"7/07/99",1,1131121,6,"Other agri product (Kg)",1.79769313486232e+308,50,1.79769313486232e+308
33,"7/07/99",1,1131221,1,"Tress (number)",3,6000,1.79769313486232e+308
34,"7/07/99",1,1131221,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
35,"7/07/99",1,1131221,4,"Milk (Litre)",360,6440,1.79769313486232e+308
36,"7/07/99",1,1131221,5,"Egg (4 Numbers)",150,1500,1.79769313486232e+308
37,"7/07/99",1,1131221,6,"Other agri product (Kg)",1.79769313486232e+308,2000,1.79769313486232e+308
1,"5/17/99",1,1210121,5,"Egg (4 Numbers)",100,1250,1.79769313486232e+308
15,"5/17/99",1,1210141,4,"Milk (Litre)",240,4320,1.79769313486232e+308
16,"5/17/99",1,1210142,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
165,"9/11/99",1,1210151,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
17,"5/17/99",1,1210241,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
18,"5/17/99",1,1210242,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
19,"5/17/99",1,1210243,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
24,"5/17/99",1,1210251,4,"Milk (Litre)",270,4050,1000
25,"5/17/99",1,1210251,5,"Egg (4 Numbers)",25,250,1.79769313486232e+308
26,"5/17/99",1,1210252,5,"Egg (4 Numbers)",50,500,1.79769313486232e+308
27,"5/17/99",1,1210253,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2,"5/17/99",1,1210321,4,"Milk (Litre)",120,2400,200
20,"5/17/99",1,1210341,5,"Egg (4 Numbers)",12,120,1.79769313486232e+308
21,"5/17/99",1,1210342,5,"Egg (4 Numbers)",3,30,1.79769313486232e+308
28,"5/17/99",1,1210351,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
3,"5/17/99",1,1210421,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
22,"5/17/99",1,1210441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
171,"9/11/99",1,1210459,5,"Egg (4 Numbers)",30,300,1.79769313486232e+308
4,"5/17/99",1,1210521,5,"Egg (4 Numbers)",272,2200,1.79769313486232e+308
5,"5/17/99",1,1210522,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
23,"5/17/99",1,1210541,5,"Egg (4 Numbers)",6,60,1.79769313486232e+308
6,"5/17/99",1,1210621,4,"Milk (Litre)",180,2880,600
7,"5/17/99",1,1210621,5,"Egg (4 Numbers)",25,250,1.79769313486232e+308
8,"5/17/99",1,1210721,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
9,"5/17/99",1,1210821,4,"Milk (Litre)",75,1200,300
10,"5/17/99",1,1210821,5,"Egg (4 Numbers)",500,5000,1.79769313486232e+308
11,"5/17/99",1,1210921,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
12,"5/17/99",1,1211021,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
13,"5/17/99",1,1211121,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
14,"5/17/99",1,1211122,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
431,"6/20/99",1,1220141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
441,"6/20/99",1,1220151,2,"Fruit (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
442,"6/20/99",1,1220151,5,"Egg (4 Numbers)",40,400,1.79769313486232e+308
443,"6/20/99",1,1220152,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
415,"6/20/99",1,1220221,4,"Milk (Litre)",360,5400,1.79769313486232e+308
416,"6/20/99",1,1220221,5,"Egg (4 Numbers)",4,40,1.79769313486232e+308
432,"6/20/99",1,1220241,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
444,"6/20/99",1,1220251,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
445,"6/20/99",1,1220252,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
417,"6/20/99",1,1220321,1,"Tress (number)",3,2000,1.79769313486232e+308
433,"6/20/99",1,1220341,1,"Tress (number)",1.79769313486232e+308,2000,1.79769313486232e+308
434,"6/20/99",1,1220341,2,"Fruit (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
435,"6/20/99",1,1220341,4,"Milk (Litre)",60,900,225
436,"6/20/99",1,1220341,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
437,"6/20/99",1,1220342,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
446,"6/20/99",1,1220351,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
418,"6/20/99",1,1220421,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
438,"6/20/99",1,1220441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
447,"6/20/99",1,1220459,1,"Tress (number)",1.79769313486232e+308,2000,1.79769313486232e+308
448,"6/20/99",1,1220459,2,"Fruit (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
449,"6/20/99",1,1220459,4,"Milk (Litre)",200,3000,1000
450,"6/20/99",1,1220459,5,"Egg (4 Numbers)",50,500,1.79769313486232e+308
419,"6/20/99",1,1220521,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
420,"6/20/99",1,1220521,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
439,"6/20/99",1,1220541,2,"Fruit (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
440,"6/20/99",1,1220541,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
421,"6/20/99",1,1220621,2,"Fruit (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
422,"6/20/99",1,1220621,4,"Milk (Litre)",270,3240,1.79769313486232e+308
423,"6/20/99",1,1220621,5,"Egg (4 Numbers)",8,80,1.79769313486232e+308
424,"6/20/99",1,1220721,2,"Fruit (Kg)",1.79769313486232e+308,300,10
425,"6/20/99",1,1220722,5,"Egg (4 Numbers)",5,50,1.79769313486232e+308
426,"6/20/99",1,1220821,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
427,"6/20/99",1,1220921,2,"Fruit (Kg)",1.79769313486232e+308,150,1.79769313486232e+308
428,"6/20/99",1,1221021,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
429,"6/20/99",1,1221021,5,"Egg (4 Numbers)",5,50,1.79769313486232e+308
430,"6/20/99",1,1221221,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
640,"7/03/99",1,1230121,1,"Tress (number)",1.79769313486232e+308,700,1.79769313486232e+308
641,"7/03/99",1,1230121,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
642,"7/03/99",1,1230122,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
668,"7/03/99",1,1230141,5,"Egg (4 Numbers)",25,250,1.79769313486232e+308
674,"7/03/99",1,1230151,1,"Tress (number)",1,3000,1.79769313486232e+308
675,"7/03/99",1,1230151,2,"Fruit (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
676,"7/03/99",1,1230151,3,"Other forest product",1.79769313486232e+308,2500,1.79769313486232e+308
643,"7/03/99",1,1230221,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
