"casenum","date","weight_","hhcode","misc","miscde","s7_6q2","s7_6q3","s7_6q4"
134,"7/07/99",1,1130351,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
135,"7/07/99",1,1130351,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
19,"7/07/99",1,1130421,1,"Fuel",1,3,1500
20,"7/07/99",1,1130421,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
21,"7/07/99",1,1130421,3,"Vegetables",1,1,250
22,"7/07/99",1,1130421,4,"Fish",1,5,150
23,"7/07/99",1,1130422,1,"Fuel",1,3,1200
24,"7/07/99",1,1130422,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
25,"7/07/99",1,1130422,3,"Vegetables",1,1,90
26,"7/07/99",1,1130422,4,"Fish",1,5,100
27,"7/07/99",1,1130422,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
28,"7/07/99",1,1130422,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
88,"7/07/99",1,1130441,1,"Fuel",1,3,1000
89,"7/07/99",1,1130441,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
90,"7/07/99",1,1130441,3,"Vegetables",1,1,100
91,"7/07/99",1,1130441,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
92,"7/07/99",1,1130441,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
93,"7/07/99",1,1130441,6,"Crops collected",1,3,500
136,"7/07/99",1,1130459,1,"Fuel",1,4,1800
137,"7/07/99",1,1130459,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
138,"7/07/99",1,1130459,3,"Vegetables",1,1,200
139,"7/07/99",1,1130459,4,"Fish",1,5,2000
140,"7/07/99",1,1130459,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
141,"7/07/99",1,1130459,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
29,"7/07/99",1,1130521,1,"Fuel",1,3,2000
30,"7/07/99",1,1130521,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
31,"7/07/99",1,1130521,3,"Vegetables",1,1,150
32,"7/07/99",1,1130521,4,"Fish",1,5,200
33,"7/07/99",1,1130521,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
34,"7/07/99",1,1130521,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
94,"7/07/99",1,1130541,1,"Fuel",1,4,900
95,"7/07/99",1,1130541,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
96,"7/07/99",1,1130541,3,"Vegetables",1,1,140
97,"7/07/99",1,1130541,4,"Fish",1,5,200
98,"7/07/99",1,1130541,5,"Fodder",1,5,120
99,"7/07/99",1,1130541,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
35,"7/07/99",1,1130621,1,"Fuel",1,4,700
36,"7/07/99",1,1130621,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
37,"7/07/99",1,1130621,3,"Vegetables",1,1,200
38,"7/07/99",1,1130621,4,"Fish",1,5,1000
39,"7/07/99",1,1130621,5,"Fodder",1,5,100
40,"7/07/99",1,1130721,1,"Fuel",1,4,540
41,"7/07/99",1,1130721,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
42,"7/07/99",1,1130721,3,"Vegetables",1,1,260
43,"7/07/99",1,1130721,4,"Fish",1,5,250
44,"7/07/99",1,1130721,5,"Fodder",1,5,150
45,"7/07/99",1,1130721,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
46,"7/07/99",1,1130821,1,"Fuel",1,4,1800
47,"7/07/99",1,1130821,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
48,"7/07/99",1,1130821,3,"Vegetables",1,1,150
49,"7/07/99",1,1130821,4,"Fish",1,5,400
50,"7/07/99",1,1130821,5,"Fodder",1,5,100
51,"7/07/99",1,1130821,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
52,"7/07/99",1,1130921,1,"Fuel",1,3,1200
53,"7/07/99",1,1130921,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
54,"7/07/99",1,1130921,3,"Vegetables",1,1,300
55,"7/07/99",1,1130921,4,"Fish",1,5,700
56,"7/07/99",1,1130921,5,"Fodder",1,5,250
57,"7/07/99",1,1130921,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
58,"7/07/99",1,1131021,1,"Fuel",1,3,300
59,"7/07/99",1,1131021,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
60,"7/07/99",1,1131021,3,"Vegetables",1,1,150
61,"7/07/99",1,1131021,4,"Fish",1,5,500
62,"7/07/99",1,1131021,5,"Fodder",1,5,50
63,"7/07/99",1,1131021,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
64,"7/07/99",1,1131121,1,"Fuel",1,3,1400
65,"7/07/99",1,1131121,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
66,"7/07/99",1,1131121,3,"Vegetables",1,1,150
67,"7/07/99",1,1131121,4,"Fish",1,5,500
68,"7/07/99",1,1131121,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
69,"7/07/99",1,1131121,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
70,"7/07/99",1,1131221,1,"Fuel",1,3,1100
71,"7/07/99",1,1131221,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
72,"7/07/99",1,1131221,3,"Vegetables",1,1,100
73,"7/07/99",1,1131221,4,"Fish",1,5,400
74,"7/07/99",1,1131221,5,"Fodder",1,3,150
75,"7/07/99",1,1131221,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
1,"5/17/99",1,1210121,1,"Fuel",2,1.79769313486232e+308,1.79769313486232e+308
2,"5/17/99",1,1210121,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
3,"5/17/99",1,1210121,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
4,"5/17/99",1,1210121,4,"Fish",1,1.79769313486232e+308,500
5,"5/17/99",1,1210121,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
6,"5/17/99",1,1210121,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
73,"5/17/99",1,1210141,1,"Fuel",1,4,400
74,"5/17/99",1,1210141,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
75,"5/17/99",1,1210141,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
76,"5/17/99",1,1210141,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
77,"5/17/99",1,1210141,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
78,"5/17/99",1,1210141,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
79,"5/17/99",1,1210142,1,"Fuel",1,1.79769313486232e+308,400
80,"5/17/99",1,1210142,2,"House construction materi",1,2,100
81,"5/17/99",1,1210142,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
82,"5/17/99",1,1210142,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
83,"5/17/99",1,1210142,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
84,"5/17/99",1,1210142,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
446,"9/11/99",1,1210151,1,"Fuel",1,4,500
447,"9/11/99",1,1210151,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
448,"9/11/99",1,1210151,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
449,"9/11/99",1,1210151,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
450,"9/11/99",1,1210151,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
451,"9/11/99",1,1210151,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
85,"5/17/99",1,1210241,1,"Fuel",1,4,700
86,"5/17/99",1,1210241,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
87,"5/17/99",1,1210241,3,"Vegetables",1,3,250
88,"5/17/99",1,1210241,4,"Fish",1,5,100
89,"5/17/99",1,1210241,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
90,"5/17/99",1,1210241,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
91,"5/17/99",1,1210242,1,"Fuel",1,4,500
92,"5/17/99",1,1210242,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
93,"5/17/99",1,1210242,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
94,"5/17/99",1,1210242,4,"Fish",1,5,200
95,"5/17/99",1,1210242,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
96,"5/17/99",1,1210242,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
97,"5/17/99",1,1210243,1,"Fuel",1,4,500
98,"5/17/99",1,1210243,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
99,"5/17/99",1,1210243,3,"Vegetables",1,2,50
100,"5/17/99",1,1210243,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
101,"5/17/99",1,1210243,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
102,"5/17/99",1,1210243,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
130,"5/17/99",1,1210251,1,"Fuel",1,1.79769313486232e+308,1.79769313486232e+308
128,"5/17/99",1,1210251,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
129,"5/17/99",1,1210251,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
127,"5/17/99",1,1210251,4,"Fuel",2,1.79769313486232e+308,1.79769313486232e+308
131,"5/17/99",1,1210251,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
132,"5/17/99",1,1210251,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
133,"5/17/99",1,1210252,1,"Fuel",2,1.79769313486232e+308,1.79769313486232e+308
134,"5/17/99",1,1210252,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
135,"5/17/99",1,1210252,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
136,"5/17/99",1,1210252,4,"Fish",1,5,1000
137,"5/17/99",1,1210252,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
138,"5/17/99",1,1210252,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
139,"5/17/99",1,1210253,1,"Fuel",2,1.79769313486232e+308,1.79769313486232e+308
140,"5/17/99",1,1210253,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
141,"5/17/99",1,1210253,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
142,"5/17/99",1,1210253,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
143,"5/17/99",1,1210253,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
144,"5/17/99",1,1210253,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
7,"5/17/99",1,1210321,1,"Fuel",1,3,300
8,"5/17/99",1,1210321,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
9,"5/17/99",1,1210321,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
10,"5/17/99",1,1210321,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
11,"5/17/99",1,1210321,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
12,"5/17/99",1,1210321,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
103,"5/17/99",1,1210341,1,"Fuel",1,4,1000
104,"5/17/99",1,1210341,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
105,"5/17/99",1,1210341,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
106,"5/17/99",1,1210341,4,"Fish",1,5,400
107,"5/17/99",1,1210341,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
108,"5/17/99",1,1210341,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
109,"5/17/99",1,1210342,1,"Fuel",1,4,600
110,"5/17/99",1,1210342,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
111,"5/17/99",1,1210342,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
112,"5/17/99",1,1210342,4,"Fish",1,5,300
113,"5/17/99",1,1210342,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
114,"5/17/99",1,1210342,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
145,"5/17/99",1,1210351,1,"Fuel",1,4,800
146,"5/17/99",1,1210351,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
147,"5/17/99",1,1210351,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
148,"5/17/99",1,1210351,4,"Fish",1,5,500
149,"5/17/99",1,1210351,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
150,"5/17/99",1,1210351,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
13,"5/17/99",1,1210421,1,"Fuel",1,3,100
14,"5/17/99",1,1210421,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
15,"5/17/99",1,1210421,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
16,"5/17/99",1,1210421,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
17,"5/17/99",1,1210421,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
18,"5/17/99",1,1210421,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
115,"5/17/99",1,1210441,1,"Fuel",1,4,600
116,"5/17/99",1,1210441,2,"House construction materi",1,1,200
117,"5/17/99",1,1210441,3,"Vegetables",1,1,200
118,"5/17/99",1,1210441,4,"Fish",1,5,150
119,"5/17/99",1,1210441,5,"Fodder",1,1,20
120,"5/17/99",1,1210441,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
476,"9/11/99",1,1210459,1,"Fuel",1,4,1000
477,"9/11/99",1,1210459,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
478,"9/11/99",1,1210459,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
479,"9/11/99",1,1210459,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
480,"9/11/99",1,1210459,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
481,"9/11/99",1,1210459,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
19,"5/17/99",1,1210521,1,"Fuel",1,3,1000
20,"5/17/99",1,1210521,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
21,"5/17/99",1,1210521,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
22,"5/17/99",1,1210521,4,"Fish",1,5,500
23,"5/17/99",1,1210521,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
24,"5/17/99",1,1210521,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
25,"5/17/99",1,1210522,1,"Fuel",1,3,200
26,"5/17/99",1,1210522,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
27,"5/17/99",1,1210522,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
28,"5/17/99",1,1210522,4,"Fish",1,5,600
29,"5/17/99",1,1210522,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
30,"5/17/99",1,1210522,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
121,"5/17/99",1,1210541,1,"Fuel",1,4,300
122,"5/17/99",1,1210541,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
123,"5/17/99",1,1210541,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
124,"5/17/99",1,1210541,4,"Fish",1,5,200
125,"5/17/99",1,1210541,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
126,"5/17/99",1,1210541,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
31,"5/17/99",1,1210621,1,"Fuel",1,3,500
32,"5/17/99",1,1210621,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
33,"5/17/99",1,1210621,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
34,"5/17/99",1,1210621,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
35,"5/17/99",1,1210621,5,"Fodder",1,2,50
36,"5/17/99",1,1210621,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
37,"5/17/99",1,1210721,1,"Fuel",1,3,5000
38,"5/17/99",1,1210721,2,"House construction materi",1,2,1000
39,"5/17/99",1,1210721,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
40,"5/17/99",1,1210721,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
41,"5/17/99",1,1210721,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
42,"5/17/99",1,1210721,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
43,"5/17/99",1,1210821,1,"Fuel",1,1.79769313486232e+308,500
44,"5/17/99",1,1210821,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
45,"5/17/99",1,1210821,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
46,"5/17/99",1,1210821,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
47,"5/17/99",1,1210821,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
48,"5/17/99",1,1210821,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
49,"5/17/99",1,1210921,1,"Fuel",1,3,500
50,"5/17/99",1,1210921,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
51,"5/17/99",1,1210921,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
52,"5/17/99",1,1210921,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
53,"5/17/99",1,1210921,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
54,"5/17/99",1,1210921,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
55,"5/17/99",1,1211021,1,"Fuel",1,3,1500
56,"5/17/99",1,1211021,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
57,"5/17/99",1,1211021,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
58,"5/17/99",1,1211021,4,"Fish",1,5,500
59,"5/17/99",1,1211021,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
60,"5/17/99",1,1211021,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
61,"5/17/99",1,1211121,1,"Fuel",1,3,500
62,"5/17/99",1,1211121,2,"House construction materi",1,2,200
63,"5/17/99",1,1211121,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
64,"5/17/99",1,1211121,4,"Fish",1,2,100
65,"5/17/99",1,1211121,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
66,"5/17/99",1,1211121,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
67,"5/17/99",1,1211122,1,"Fuel",1,3,500
68,"5/17/99",1,1211122,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
69,"5/17/99",1,1211122,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
70,"5/17/99",1,1211122,4,"Fish",1,5,500
71,"5/17/99",1,1211122,5,"Fodder",1,2,100
72,"5/17/99",1,1211122,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
1136,"6/21/99",1,1220141,1,"Fuel",1,3,500
1137,"6/21/99",1,1220141,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
1138,"6/21/99",1,1220141,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
1139,"6/21/99",1,1220141,4,"Fish",1,5,300
1140,"6/21/99",1,1220141,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
1141,"6/21/99",1,1220141,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
1172,"6/21/99",1,1220151,1,"Fuel",2,1.79769313486232e+308,1.79769313486232e+308
1173,"6/21/99",1,1220151,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
1174,"6/21/99",1,1220151,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
1175,"6/21/99",1,1220151,4,"Fish",1,5,2000
1176,"6/21/99",1,1220151,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
1177,"6/21/99",1,1220151,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
1178,"6/21/99",1,1220152,1,"Fuel",2,1.79769313486232e+308,1.79769313486232e+308
1179,"6/21/99",1,1220152,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
1180,"6/21/99",1,1220152,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
1181,"6/21/99",1,1220152,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
1182,"6/21/99",1,1220152,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
1183,"6/21/99",1,1220152,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
1070,"6/21/99",1,1220221,1,"Fuel",1,3,1000
1071,"6/21/99",1,1220221,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
1072,"6/21/99",1,1220221,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
1073,"6/21/99",1,1220221,4,"Fish",1,5,200
1074,"6/21/99",1,1220221,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
1075,"6/21/99",1,1220221,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
1142,"6/21/99",1,1220241,1,"Fuel",1,4,1000
1143,"6/21/99",1,1220241,2,"House construction materi",1,2,200
1144,"6/21/99",1,1220241,3,"Vegetables",1,2,300
1145,"6/21/99",1,1220241,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
1146,"6/21/99",1,1220241,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
1147,"6/21/99",1,1220241,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
1184,"6/21/99",1,1220251,1,"Fuel",1,3,500
1185,"6/21/99",1,1220251,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
1186,"6/21/99",1,1220251,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
1187,"6/21/99",1,1220251,4,"Fish",1,2,100
1188,"6/21/99",1,1220251,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
1189,"6/21/99",1,1220251,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
1190,"6/21/99",1,1220252,1,"Fuel",2,1.79769313486232e+308,1.79769313486232e+308
1191,"6/21/99",1,1220252,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
1192,"6/21/99",1,1220252,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
1193,"6/21/99",1,1220252,4,"Fish",1,5,400
1194,"6/21/99",1,1220252,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
1195,"6/21/99",1,1220252,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
1076,"6/21/99",1,1220321,1,"Fuel",1,3,300
1077,"6/21/99",1,1220321,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
1078,"6/21/99",1,1220321,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
1079,"6/21/99",1,1220321,4,"Fish",1,5,200
1080,"6/21/99",1,1220321,5,"Fodder",1,2,20
1081,"6/21/99",1,1220321,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
1148,"6/21/99",1,1220341,1,"Fuel",1,4,1000
1149,"6/21/99",1,1220341,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
1150,"6/21/99",1,1220341,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
1151,"6/21/99",1,1220341,4,"Fish",1,5,500
1152,"6/21/99",1,1220341,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
1153,"6/21/99",1,1220341,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
1154,"6/21/99",1,1220342,1,"Fuel",1,3,500
1155,"6/21/99",1,1220342,2,"House construction materi",1,1,200
